"","Sample.number","Moisture.treatment","Residue.type","Lab.rep","Glucose.addition.treatment","Harvest.day","frac.mass.recovery","frac.pct.pom","frac.pct.maom","pom.n.pct","pom.c.pct","pom.n.g.kg","pom.c.g.kg","pom.cn","maom.n.pct","maom.c.pct","maom.n.g.kg","maom.c.g.kg","maom.cn","bulk.soil.N.g.kg","bulk.soil.C.g.kg","bulk.soil.cn","frac.pct.n.as.pon","frac.pct.c.as.poc","frac.pct.n.as.maon","frac.pct.c.as.maoc","frac.c.recovery","frac.n.recovery","d13C.som","d13C.pom","d13C.maom","X13soc","X13poc","X13maoc","doc","mbc","X13doc","X13mbc","X13co2","CUE","GMC","Moisture.pct","co2","co2.native","dna","file.names","richness","shannon.div","simpson.div","invsimpson.div","evenness","Harvest.day2"
"13","11","Ambient","Five-species mix","R1","G-00","T1",97.94072338,19.9007697,80.0992303,0.131,2.146,0.255331547,4.182759545,16.38167939,0.154,1.197,1.20812639,9.390436939,7.772727273,1.94,15.81,8.15,13.16,26.45641711,62.27,59.39555306,85.85197017,75.43597614,-23.17750516,-24.49655312,-23.45193312,NA,NA,NA,47.23,1178.125145,NA,NA,NA,NA,0.238970588,19.28783383,16.11214219,NA,140.735,"Wooliver_ITS_1C1_Beever240927_S167",449,4.00886406413744,0.953177095782257,21.3570690820383,0.656435081025135,"24 hr"
"24","12","Ambient","Five-species mix","R1","G-00","T90",97.68829009,18.66160851,81.33839149,0.088,1.512,0.160425815,2.756407186,17.18181818,0.152,1.038,1.207762874,8.247749102,6.828947368,1.83,13.63,7.45,8.77,20.22309014,66,60.51173222,80.73482236,74.76440925,-22.18575827,-23.74991586,-23.62575687,NA,NA,NA,38.79,728.278936,NA,NA,NA,NA,0.262210797,20.77393075,1366.742657,NA,79.447,"Wooliver_ITS_1C6_Beever240927_S207",373,3.57522029476107,0.93041611987348,14.3711445550574,0.603761369249269,"6 mo"
"35","13","Ambient","Wheat-clover mix","R1","G-50","T1",96.67034806,18.41780018,81.58219982,0.08,1.631,0.142436412,2.903922356,20.3875,0.143,1.177,1.12778089,9.28250425,8.230769231,1.77,14.87,8.4,8.05,19.52873138,63.72,62.4243729,81.95310428,71.76368941,-15.52985867,-13.91273868,-16.53384342,29.63754951,7.534529065,16.82915142,43.06,590.4539314,4.871020878,6.105469785,12.57848374,0.326776117,0.266806723,21.06135987,34.26426156,1.014627606,131.68,"Wooliver_ITS_1D11_Beever240927_S248",630,4.08022642632938,0.95176379172389,20.7313144158404,0.633013308158082,"24 hr"
"46","14","Ambient","Wheat-clover mix","R1","G-50","T90",97.67583808,18.52025734,81.47974266,0.062,1.278,0.112156863,2.311878558,20.61290323,0.129,1.001,1.026659677,7.966560753,7.759689922,1.67,13.27,7.95,6.72,17.42184294,61.48,60.0343689,77.45621184,68.1926072,-20.62957873,-21.34577798,-19.50301671,5.800043028,1.254231323,8.998983751,41.2,482.9361387,0.821978498,0.926088961,27.99046852,0.032026252,0.253012048,20.19230769,1402.736186,-16.92962911,79.48,"Wooliver_ITS_2D4_Beever240927_S288",475,3.71288007688908,0.93347541375931,15.0320363719653,0.602416101552779,"6 mo"
"57","15","Ambient","Wheat-clover mix","R1","G-00","T1",97.94622578,19.64187675,80.35812325,0.1,2.109,0.19238477,4.05739479,21.09,0.123,1.045,0.968105311,8.224959753,8.495934959,1.72,14.68,8.53,11.19,27.63892908,56.29,56.02833619,83.66726528,67.4703535,-22.9175393,-23.53151518,-23.2545252,NA,NA,NA,41.78,1043.098203,NA,NA,NA,NA,0.249500998,19.96805112,20.67115021,NA,144.89,"Wooliver_ITS_1D1_Beever240927_S168",421,4.00495083552529,0.951451551427284,20.5979805616691,0.662782423780773,"24 hr"
"68","16","Ambient","Wheat-clover mix","R1","G-00","T90",97.55196536,18.37111705,81.62888295,0.07,1.319,0.1254497,2.363830779,18.84285714,0.164,1.19,1.305941506,9.476038974,7.256097561,1.67,13.22,7.92,7.51,17.88071694,78.2,71.67956864,89.56028558,85.71204826,-22.24936901,-23.35691144,-23.69085577,NA,NA,NA,39.1,663.2219311,NA,NA,NA,NA,0.265151515,20.95808383,1391.575741,NA,83.029,"Wooliver_ITS_1D6_Beever240927_S208",523,3.76514418885993,0.938842387325413,16.3511941730114,0.60150094866165,"6 mo"
"70","17","Ambient","Wheat","R1","G-50","T1",97.53719839,18.5534494,81.4465506,0.078,1.408,0.141152815,2.547989276,18.05128205,0.136,1.17,1.080393298,9.294559987,8.602941176,1.6,15.52,9.7,8.82,16.41745668,67.52,59.88762878,76.30508546,76.34663204,-15.59300752,-18.63721886,-14.9344094,28.76730624,4.406155512,19.87351541,52.23,362.0409043,10.29638213,4.317508812,10.58675109,0.289682872,0.266794626,21.06060606,35.6399786,-5.12812873,125.341,"Wooliver_ITS_1E11_Beever240927_S249",912,4.9988709605903,0.981287987735283,53.4416066991143,0.733441168822031,"24 hr"
"71","18","Ambient","Wheat","R1","G-50","T90",97.93057366,18.63864657,81.36135343,0.074,1.411,0.135071708,2.575488918,19.06756757,0.122,1.006,0.97206721,8.0155706,8.245901639,1.47,12.82,8.72,9.19,20.08961714,66.13,62.52395164,82.61356878,75.31557264,-17.7650421,-22.24750456,-19.91201863,16.18053464,0.907238236,8.310711867,43.75,292.6719414,1.002683739,0.44270911,25.80881559,0.016864129,0.262582057,20.79722704,1533.078195,69.4331109,64.218,"Wooliver_ITS_2E4_Beever240927_S289",640,4.63263291048003,0.974019102048267,38.4898167052494,0.716962892030257,"6 mo"
"72","19","Ambient","Wheat","R1","G-00","T1",97.9475968,19.90110785,80.09889215,0.094,1.64,0.183230975,3.196795728,17.44680851,0.13,1.113,1.019914219,8.732034813,8.561538462,1.62,15.39,9.5,11.31,20.77190206,62.96,56.73836786,77.51026992,74.26822183,-22.4625998,-25.05062689,-22.85971239,NA,NA,NA,52.92,900.5775405,NA,NA,NA,NA,0.267628205,21.1125158,30.18135623,NA,140.401,"Wooliver_ITS_1E1_Beever240927_S169",695,4.90897630559804,0.981800658374142,54.9470426215396,0.750159296373338,"24 hr"
"74","20","Ambient","Wheat","R1","G-00","T90",97.36613651,18.58084539,81.41915461,0.089,2.245,0.161013917,4.061530815,25.2247191,0.125,1.04,0.990933565,8.244567263,8.32,1.5,12.94,8.63,10.73,31.3874097,66.06,63.71381192,95.10122162,76.79649879,-22.44267342,-23.55341365,-23.75597808,NA,NA,NA,33.32,594.3102034,NA,NA,NA,NA,0.26450116,20.91743119,1437.735524,NA,71.222,"Wooliver_ITS_1E6_Beever240927_S209",721,4.73900043239384,0.977876567545823,45.2009425784744,0.720142881797507,"6 mo"
"75","21","Drought","Clover","R1","G-50","T1",98.54645722,18.58565852,81.41434148,0.112,1.742,0.20513369,3.190561497,15.55357143,0.18,1.366,1.444157086,10.95954766,7.588888889,1.92,15.43,8.04,10.68,20.67765066,75.22,71.02752858,91.70517925,85.90056122,-15.90875081,-19.27110034,-16.99842442,29.71648754,4.854499585,19.07871547,62.45,888.9173172,8.65895035,7.641751612,11.75516195,0.3939674,0.271217712,21.33526851,32.47252536,3.038394304,137.915,"Wooliver_ITS_1F11_Beever240927_S250",548,4.21497245755915,0.962080421978113,26.3716014830863,0.668377491588862,"24 hr"
"76","22","Drought","Clover","R1","G-50","T90",97.45934426,18.97386384,81.02613616,0.065,1.482,0.120196721,2.740485246,22.8,0.122,0.936,0.963404,7.391361836,7.672131148,1.88,13.82,7.35,6.39,19.82984983,51.24,53.4830813,73.31293113,57.63833624,-18.04202592,-21.92426209,-20.86646131,18.33690694,1.107507206,6.153368035,53.62,694.7963397,1.141993891,1.384173387,26.83630644,0.049048542,0.255445545,20.34700315,1508.040485,-8.051894157,99.028,"Wooliver_ITS_2F4_Beever240927_S290",399,3.8193900990412,0.946956027289134,18.8522832829818,0.637738304386114,"6 mo"
"77","23","Drought","Clover","R1","G-00","T1",98.14414716,20.31003472,79.68996528,0.144,2.111,0.287036789,4.207879599,14.65972222,0.124,1.014,0.969816856,7.93059913,8.177419355,1.88,15.09,8.03,15.27,27.88521934,51.59,52.5553289,80.44054824,66.85391731,-23.04752373,-24.91381349,-23.45193312,NA,NA,NA,64.65,1047.830227,NA,NA,NA,NA,0.268488746,21.16603295,17.6789691,NA,142.896,"Wooliver_ITS_1F1_Beever240927_S170",613,4.3736057896495,0.966652740949193,29.9874720880786,0.681420553879981,"24 hr"
"78","24","Drought","Clover","R1","G-00","T90",98.15525266,18.9669129,81.0330871,0.106,1.74,0.197340426,3.239361702,16.41509434,0.153,1.077,1.21693494,8.56626752,7.039215686,1.9,13.72,7.22,10.39,23.61050803,64.05,62.43635219,86.04686022,74.43554556,-22.96015383,-23.42241117,-23.95310525,NA,NA,NA,40.7,623.4426178,NA,NA,NA,NA,0.267368421,21.09634551,1488.981268,NA,91.98,"Wooliver_ITS_1F6_Beever240927_S210",427,3.78217774948094,0.944016940054355,17.8625462947349,0.624453132424779,"6 mo"
"79","25","Drought","No residue","R1","G-50","T1",97.73675386,18.80247452,81.19752548,0.066,1.183,0.121287726,2.17399061,17.92424242,0.115,1.019,0.912637995,8.086766231,8.860869565,1.2,11.82,9.85,10.11,18.39247555,76.05,68.41595796,86.80843351,86.16047675,-14.7089215,-16.53375026,-14.93249518,21.21136209,3.620817195,15.43244138,29.96,233.1298058,3.664148248,4.29277973,12.91502583,0.249467006,0.257918552,20.50359712,20.45381717,-0.711354467,77.335,"Wooliver_ITS_1G11_Beever240927_S251",907,5.91739674130771,0.994661791779711,187.328773763327,0.868909392814195,"24 hr"
"80","26","Drought","No residue","R1","G-50","T90",97.76523179,17.67987238,82.32012762,0.046,0.953,0.079509934,1.647238411,20.7173913,0.089,0.812,0.716276126,6.535013642,9.123595506,1.11,10.6,9.55,7.16,15.53998501,64.53,61.6510721,77.1910571,71.6924378,-14.71821151,-19.47300547,-16.77612752,20.05080657,1.638596076,10.09153673,26.07,531.9970714,0.927953412,1.312462251,24.65365168,0.050545193,0.250980392,20.06269592,939.2785155,-12.82239957,53.461,"Wooliver_ITS_2G4_Beever240927_S291",629,5.61986864717997,0.993031276041009,143.498294075749,0.872090965145468,"6 mo"
"81","27","Drought","No residue","R1","G-00","T1",98.14786382,18.56820756,81.43179244,0.097,1.655,0.176775701,3.016121495,17.06185567,0.099,0.921,0.791243291,7.360960314,9.303030303,1.25,12.46,9.97,14.14,24.20643255,63.3,59.07672804,83.28316059,77.44151936,-21.35774914,-22.70681787,-22.00428785,NA,NA,NA,29.26,659.0442358,NA,NA,NA,NA,0.253493014,20.22292994,8.250145804,NA,71.101,"Wooliver_ITS_1G1_Beever240927_S171",1056,6.15795246398189,0.996307746535608,270.837311047014,0.884478185169429,"24 hr"
"82","28","Drought","No residue","R1","G-00","T90",97.51514154,18.02525561,81.97474439,0.069,1.307,0.121283739,2.297360105,18.94202899,0.098,0.881,0.783390323,7.042519124,8.989795918,1.1,10.47,9.52,11.03,21.94231237,71.22,67.26379297,89.20610535,82.24309653,-21.72732827,-23.16040923,-22.49932316,NA,NA,NA,21.24,403.2341726,NA,NA,NA,NA,0.25498008,20.31746032,927.1944261,NA,69.992,"Wooliver_ITS_1G6_Beever240927_S211",851,5.97491454407815,0.995668658797945,230.875369394959,0.885643276782978,"6 mo"
"83","29","Drought","Five-species mix","R1","G-50","T1",97.13120805,18.72510373,81.27489627,0.122,2.236,0.221892617,4.066818792,18.32786885,0.168,1.294,1.326247248,10.21526154,7.702380952,2.02,16.98,8.41,10.98,23.95064071,65.66,60.1605509,84.11119161,76.64058741,-17.10858113,-16.30708178,-17.26298423,29.58294829,9.289465056,15.42459217,52.74,488.9522513,6.92926096,5.064660828,11.29254011,0.30962882,0.275193798,21.58054711,45.37107153,15.40901644,147.424,"Wooliver_ITS_1H11_Beever240927_S252",455,3.99408112873335,0.953361354961374,21.4414462335217,0.652595920643667,"24 hr"
"85","30","Drought","Five-species mix","R1","G-50","T90",97.28045603,18.68401579,81.31598421,0.095,1.719,0.17267101,3.124436482,18.09473684,0.153,1.095,1.210299772,8.661949349,7.156862745,1.82,13.68,7.52,9.49,22.83944797,66.5,63.31834319,86.15779116,75.98740559,-17.97277917,-22.37343452,-20.52562638,16.00878804,1.435902022,8.773177132,32.2,800.6680449,0.894394408,1.566219002,27.38128437,0.054105495,0.256997455,20.44534413,1508.517278,-77.22838681,89,"Wooliver_ITS_2H4_Beever240927_S292",342,3.62460889091383,0.933749255153423,15.0941699193842,0.621204192261178,"6 mo"
"86","31","Drought","Five-species mix","R1","G-00","T1",97.94210174,20.29721409,79.70278591,0.147,2.14,0.292228916,4.254216867,14.55782313,0.133,1.091,1.038232363,8.516627878,8.203007519,1.95,16.02,8.22,14.99,26.55566085,53.24,53.16247115,79.718132,68.22878351,-23.56745345,-24.77800224,-22.85971239,NA,NA,NA,48.54,927.4294462,NA,NA,NA,NA,0.268431002,21.16244411,18.66951498,NA,142.712,"Wooliver_ITS_1H1_Beever240927_S172",537,4.04492999814561,0.953655364122006,21.5774702089058,0.643482536477231,"24 hr"
"87","32","Drought","Five-species mix","R1","G-00","T90",97.417,19.43534838,80.56465162,0.08,1.394,0.151466667,2.639306667,17.425,0.147,1.055,1.1537099,8.280026833,7.176870748,1.85,13.98,7.56,8.19,18.87916071,62.36,59.22765975,78.10682046,70.55008468,-22.30966428,-24.07741955,-24.28121311,NA,NA,NA,50.11,677.4122604,NA,NA,NA,NA,0.2675,21.10453649,1558.099225,NA,88.411,"Wooliver_ITS_1H6_Beever240927_S212",335,3.64656171610045,0.935492901372266,15.5021698584047,0.627189516324084,"6 mo"
"88","33","Drought","Wheat-clover mix","R1","G-50","T1",97.9379611,19.51713913,80.48286087,0.118,1.797,0.22555332,3.434909457,15.22881356,0.176,1.391,1.387289604,10.96431727,7.903409091,1.78,15.52,8.72,12.67,22.13214856,77.94,70.64637416,92.77852273,90.60915305,-15.7824531,-21.52526744,-16.3293988,29.60382251,2.822517577,20.09443304,64.42,831.2081214,9.143459864,6.33489259,11.83029422,0.348738092,0.279461279,21.84210526,41.2927517,1.663360264,156.281,"Wooliver_ITS_1A12_Beever240927_S253",631,4.22251427453829,0.958607931319466,24.1592177409165,0.654926936082102,"24 hr"
"89","34","Drought","Wheat-clover mix","R1","G-50","T90",97.82163009,19.61217878,80.38782122,0.107,1.972,0.205278997,3.783272727,18.42990654,0.099,0.854,0.778503103,6.715572226,8.626262626,1.6,13.19,8.24,12.83,28.68288648,48.66,50.91411847,79.59700495,61.48638127,-16.86484068,-17.40793743,-20.04845748,18.4527922,5.537296845,8.380899637,43.15,482.1624592,1.617118179,0.485525344,27.12194508,0.017586738,0.258333333,20.52980132,1650.933883,30.35352883,96.469,"Wooliver_ITS_2A5_Beever240927_S293",447,3.75895957722314,0.933841409478966,15.1151950506272,0.615964520281869,"6 mo"
"90","35","Drought","Wheat-clover mix","R1","G-00","T1",97.74431818,19.69560713,80.30439287,0.139,2.105,0.267593583,4.052406417,15.14388489,0.12,1.034,0.941915775,8.116174265,8.616666667,1.74,15.26,8.77,15.38,26.55574323,54.13,53.18593883,79.74168206,69.51203209,-22.85254809,-24.5724046,-23.12292126,NA,NA,NA,44.85,813.0127253,NA,NA,NA,NA,0.261484099,20.72829132,27.79909721,NA,144.963,"Wooliver_ITS_1A2_Beever240927_S173",691,4.18876242514997,0.953229568205519,21.3810298864506,0.640665776207911,"24 hr"
"91","36","Drought","Wheat-clover mix","R1","G-00","T90",97.45266272,18.55281311,81.44718689,0.045,1.151,0.081360947,2.081032216,25.57777778,0.154,1.161,1.222335766,9.215141716,7.538961039,1.62,13.02,8.04,5.02,15.98335035,75.45,70.7768181,86.76016845,80.47510572,-22.04916697,-22.83290353,-24.67642647,NA,NA,NA,57.57,737.9074504,NA,NA,NA,NA,0.269230769,21.21212121,1593.29304,NA,91.652,"Wooliver_ITS_1A7_Beever240927_S213",555,3.81064031251818,0.939100089555749,16.4203853947442,0.603047878059144,"6 mo"
"92","37","Drought","Wheat","R1","G-50","T1",97.72760943,19.22473997,80.77526003,0.096,1.593,0.180363636,2.992909091,16.59375,0.152,1.313,1.199883906,10.36478663,8.638157895,1.54,15.25,9.9,11.71,19.62563338,77.91,67.96581399,87.59144737,89.62646377,-16.66653812,-19.26731732,-16.79473483,25.45137707,1.220685285,18.061862,46.72,809.6033816,11.64952037,8.472302258,11.82962635,0.417315144,0.270058708,21.26348228,49.38619166,-5.123118103,140.211,"Wooliver_ITS_1B12_Beever240927_S254",931,5.03702671163558,0.982593680832407,57.450400074348,0.736810367678428,"24 hr"
"93","38","Drought","Wheat","R1","G-50","T90",97.58971903,19.30306133,80.69693867,0.078,1.522,0.146934866,2.867113665,19.51282051,0.152,1.165,1.197029119,9.17459818,7.664473684,1.48,12.99,8.78,9.93,22.07169873,80.88,70.62816151,92.69986024,90.80837734,-18.87298059,-20.69485888,-18.82134685,10.90244083,2.058890601,14.15686288,44.54,839.7381812,1.260946915,0.489652129,28.69383097,0.016778399,0.270588235,21.2962963,1973.207288,144.1304557,76.813,"Wooliver_ITS_2B5_Beever240927_S294",660,4.69329380002235,0.975596465858738,40.9776712754555,0.722908259597214,"6 mo"
"94","39","Drought","Wheat","R1","G-00","T1",97.74582498,20.2288733,79.7711267,0.126,1.999,0.249138277,3.95259853,15.86507937,0.111,0.994,0.865499699,7.750510822,8.954954955,1.64,15.94,9.72,15.19,24.79672855,52.77,48.62302899,73.41975754,67.96573024,-22.85254809,-20.77821913,-23.2545252,NA,NA,NA,49.68,386.1624344,NA,NA,NA,NA,0.267741935,21.11959288,42.67968341,NA,145.775,"Wooliver_ITS_1B2_Beever240927_S174",901,5.00699109244267,0.981950448372984,55.4030382950461,0.735942856345025,"24 hr"
"96","40","Drought","Wheat","R1","G-00","T90",97.61858761,18.83631177,81.16368823,0.05,0.99,0.091938708,1.820386409,19.8,0.141,1.18,1.11715493,9.34923984,8.368794326,1.56,13.92,8.92,5.89,13.07748857,71.61,67.16407931,80.24156788,77.50600241,-21.98313449,-23.35691144,-24.54333839,NA,NA,NA,46.77,612.3981329,NA,NA,NA,NA,0.270833333,21.31147541,1800.316826,NA,87.022,"Wooliver_ITS_1B7_Beever240927_S214",826,4.9852786613116,0.981795416544368,54.9312211640109,0.742233055500863,"6 mo"
"97","41","Ambient","Clover","R2","G-50","T1",96.80421687,19.01462743,80.98537257,0.104,1.69,0.191432396,3.110776439,16.25,0.158,1.253,1.23867664,9.823176138,7.930379747,1.91,15.44,8.08,10.02,20.1475158,64.85,63.62160711,83.76912291,74.87481865,-16.5402404,-20.81783481,-15.59460459,26.5648446,2.515317189,21.34227116,53.41,652.289129,4.847242369,3.967152754,13.30129231,0.22973422,0.274914089,21.56334232,31.03895439,0.935960836,134.299,"Wooliver_ITS_1C12_Beever240927_S255",461,4.18078307035154,0.964983110598283,28.5576479546176,0.681642221985792,"24 hr"
"98","42","Ambient","Clover","R2","G-50","T90",97.19403464,19.53466578,80.46533422,0.079,1.567,0.149993586,2.975189224,19.83544304,0.143,1.023,1.118367319,8.000627742,7.153846154,1.88,14.01,7.45,7.98,21.2361829,59.49,57.10655062,78.34273352,67.46600555,-19.14996441,-22.43445148,-20.73012734,11.44169517,2.211192005,11.49715123,54.7,782.923533,2.034806462,1.365522103,28.07012483,0.046390083,0.259445844,20.6,1361.034315,46.44887417,87.234,"Wooliver_ITS_2C5_Beever240927_S295",402,3.7762224748436,0.944726023462655,18.0916963577674,0.629742791076524,"6 mo"
"99","43","Ambient","Clover","R2","G-00","T1",97.61381842,19.49044455,80.50955545,0.135,2.082,0.256842457,3.961081442,15.42222222,0.141,1.1,1.108097163,8.64472964,7.80141844,1.96,15.39,7.85,13.1,25.73802107,56.54,56.17108278,81.90910384,69.6397765,-22.9175393,-23.81565765,-23.64933902,NA,NA,NA,61.17,229.8013613,NA,NA,NA,NA,0.259825328,20.62391681,16.80170125,NA,121.534,"Wooliver_ITS_1C2_Beever240927_S175",566,4.18213530429309,0.960725447622082,25.46177968822,0.659789103497634,"24 hr"
"100","44","Ambient","Clover","R2","G-00","T90",96.9685222,19.47712463,80.52287537,0.092,1.638,0.173757455,3.093638171,17.80434783,0.153,1.047,1.194652187,8.175168887,6.843137255,1.82,13.1,7.2,9.55,23.61555856,65.64,62.40586936,86.02142792,75.18734298,-22.17647494,-25.19093207,-26.06115755,NA,NA,NA,62.31,813.264241,NA,NA,NA,NA,0.266365688,21.03386809,1286.236835,NA,81.755,"Wooliver_ITS_1C7_Beever240927_S215",407,3.83463338338207,0.950078277246272,20.0313599939884,0.638168181475859,"6 mo"
"101","45","Ambient","No residue","R2","G-50","T1",97.20020121,18.56126079,81.43873921,0.06,1.159,0.108249497,2.09101945,19.31666667,0.109,0.978,0.86282894,7.741712877,8.972477064,1.2,11.71,9.76,9.02,17.85669898,71.9,66.11198016,83.96867914,80.92320311,-12.5618573,-17.71356096,-13.46179577,28.20969759,2.392690743,18.94351583,27.77,710.4867347,5.004041324,8.571530639,14.6870287,0.368532312,0.259825328,20.62391681,21.19121375,-1.073369989,67.457,"Wooliver_ITS_1D12_Beever240927_S256",1207,6.22779635712653,0.996303125852182,270.498794391003,0.877662073410297,"24 hr"
